Dec 12,Dino,Hah Ada Haikal.. Langsung #BoikotJNE
Dec 12,Aries~f,Banyak jasa pengiriman lain yg lebih baik  titik #BoikotJNE
Dec 12,πuπu,#BoikotJNE karena #JNEKadrun
Dec 12,budi,#BoikotJNE biar dipake yg sono aja
Dec 12,Ganteng Titipan,Paling jelek sudah servicenya . Apa lagi kalo antaran ke Wil Papua om. Sumpah parah bet. #BoikotJNE
Dec 12,Dadung Awuk,212 Mart keliatan banget punya kadrun jafi dijauhin pembeli  lanjutkan #BoikotJNE deh.
Dec 12,Sugiarto,Sekali masuk kelompok kadrun tetap akan jadi kadrun ... kayakinan dan orientasi ideologi itu sulit berubah.  #BoikotJNE
Dec 12,Indra Wijayanto,#BoikotJNE 
Dec 12,Hafidin ,Termasuk Rampok dan koruptor dong #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Leviathan96,Bodo amat lah... kemaren aja pas #boikotprodukPrancis kagak ada yg boikot beneran. #BoikotJNE
Dec 12,Pakde Kadrun,#BoikotJNE
Dec 12,Sitompul,Koq bisa ya?.. ini ada yg printah atau inisiatif dr Kadis DKI? #BoikotJNE
Dec 12,AWO,Paket gue ga nyampe2 berhari2  adminnya nyuruh nunggu lagi berhari2  hadeehhhh #BoikotJNE
Dec 12,denix,Ok sip  mulai hari ini sy akan coret @JNE_ID  dari daftar pengiriman paket. #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,KAMANG_EDDY1965,#BoikotJNE #bersatulawanormasradikal
Dec 12,Zen_Gesner,#BoikotJNE
Dec 12,joeliprast,Up...  . . #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE  . .
Dec 12,@LoCkDoWn,Mulai hari ini banting @JNE_ID #BoikotJNE #StopPakaiJNE
Dec 12,FX IMPACT,#BoikotJNE  jangan2 kita ikut berpartisipasi untuk mendanai aksi2 Makar dan Terorisme.
Dec 12,Ekadanta,Boikot @JNE_ID internal perusahaan terpapar radikalisme Dgn mengundang haikal hasan. Kita kwatir uang jasa pengiriman sebagian dipakai utk mendanai radikalisme dan intoleranisme. #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Koko Ardiansyah,Yang butuh penanganan extra hati-hati  bisa rusak/pecah sebelum dikirim ke tujuan (Pembeli). Sejak kejadian itu pilihan pengiriman untuk JNE Reg  YES  OKE dan Trucking gw OFF kan. Sudah terlalu kecewa! #BoikotJNE
Dec 12,Amigdalana,Kadrun itu adzan aja diubah apalagi Pancasila iya kan #BoikotJNE
Dec 12,Icuk Prayogi,"JNE sukses melakukan promosi murahnya!!!  Sadarkah  kata ""boikot""/""kadrun"" cuma gertakan saja.   JNE bakal makin senyam2 karena tagar #boikotJNE dan #JNEkadrun juga populer berjam-jam tanpa harus bayar.   Saya yakin tidak ada yg benar-benar memboikot JNE  kecuali orang idiot."
Dec 12,sari emak,udh g jaman pake JNE #BoikotJNE
Dec 12,@LoCkDoWn,Done Uninstal #BoikotJNE
Dec 12,Ridwan Nur,#BoikotJNE Tidak netral sama sekali
Dec 12,Sekar Rojabi,#BoikotJNE
Dec 12,Sitompul,Yg bnar ni bro?..Alhamdulillah bisa Natalan tenang #BoikotJNE
Dec 12,Aries~f,Kekuatan anda sekarang #BoikotJNE ...!!
Dec 12,Abel M.,Menurut saya sih segala sesuatu yg berhubungan dengan kadrunnya harus di basmi  itu resiko mereka.  #BoikotJNE
Dec 12,Negeri 1/2,Maju kena Mundur kena  sang pecundang terperangkap.  #PuncakShopee1212  Gajah Mada #BoikotJNE  Imam Jumbo Akan Ditangkap  Habib Rizieq Bakal ke Polda Metro Pagi Ini
Dec 12,Zen,Warga NU #BoikotJNE
Dec 12,IᑎTᗩᑎ (인탄),Sejauh ini gue selalu jadi tim J&T SiCepatExpress  dan Han JIPYEONG... hueheheee. Klu bagian paket2an udah masuk ranah bicara agama  gue sih geleng2 ya.  #BoikotJNE
Dec 12,Papah_bocor,Cukup bagi saya dan keluarga #BoikotJNE
Dec 12,Rio Kurniawan,https://cerdikindonesia.pikiran-rakyat.com/news/pr-861095425/jne-terancam-diboikot-nitizen-begini-pernyataan-si-bos-jne… #BoikotJNE
Dec 12,Wie,#BoikotJNE
Dec 12,sari emak,sikaaatt #BoikotJNE
Dec 12,"Maya, takutgenderuwo",#BoikotJNE
Dec 12,Koko Ardiansyah,"Pak  karna saya tau barang yang akan saya kirim itu pecah belah. Itu kenapa saya packing extra bubble wrap + packing kayu agar paket nya aman. Jadi yang harusnya bertanya itu saya! Bagaimana cara staff anda memperlakukan paket berstiker ""FRAGILE"" itu (3) #BoikotJNE"
Dec 12,Ucyn Ellena ,Haikal menjadi bencana bagi JNE.... #BoikotJNE
Dec 12,Cici Cahyati,Sebetulnya kecewa sama JNE sudah dari dulu  sejak paket yang saya pesan tidak sampai.  #BoikotJNE
Dec 12,deyn dan 1220 lainnya,Apa benar ini?  @JNECare #BoikotJNE
Dec 12,PRIBUMI,#BoikotJNE #JNEKadrun
Dec 12,Yan's SF,#BoikotJNE
Dec 12,Semiaji,"Bukan...awetnya ""Tuh sakitnya disini"" #BoikotJNE"
Dec 12,Raja Belalang,beda pandangan politik sedkt langsung pake tagar #BoikotJNE  kalo d boikot karna pelayanan buruk masuk akal ini karna ahhh sudahlah aowkwok gw mah si ttp pake JNE cepat pelayanan bagus harga masih terjangkau lah xixixi iri bilang bong
Dec 12,Indonesia bersatu lawan Corona,Jejak digital emang kejam ya @JNE_ID #BoikotJNE #JNEKadrun
Dec 12,Paulus Madrai,#JNEKadrun #JNE30Ngadrun #BoikotJNE  Pakai yang lainnya saja ah.
Dec 12,Salam,Wadewwhh wadewhh Pada #BoikotJNE ini 
Dec 12,Yan's SF,#BoikotJNE
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",Mau tahu? Sering-seringlah Dengar ceramah para Ulama nya @nahdlatululama @nu_online @nuchannels @Netizen_NU @gp_ansornu @Official_Ansor @gpansor @BanserCC @Banser_CyberNU @BanserGL & Mari #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru
Dec 12,Abigail Rakashiwi,#BoikotJNE
Dec 12,kirun,gpl sis. #BoikotJNE #JNE30Ngadrun
Dec 12,Abigail Rakashiwi,#BoikotJNE
Dec 12,_febri,#BoikotJNE
Dec 12,Wie,#BoikotJNE
Dec 12,Kevin,#BoikotJNE
Dec 12,Abigail Rakashiwi,#BoikotJNE
Dec 12,Heri Setiawan,Semoga dedeknya yg baru lahir gak ketularan gombalan bapaknya tapi ngikut #BoikotJNE
Dec 12,Koko Ardiansyah,"Dengan nada ketus dia bilang  ""Kamu jangan kirim barang ke JNE ********* lagi deh  setiap paket yang kamu kirim pasti rusak"". Gw yang bingung sama yang dia bicarain jadi naik pitam! Karna udah kesel  gw balikin ke kepala JNE tadi... (2) #BoikotJNE"
Dec 12,Suhariyanto,Saya menjual Jasa tambah followers aktif Indo seharga Rp15.000 - Rp74.000. Dapatkan produk ini hanya di Shopee! https://shopee.co.id/product/11929440/3338632611?smtt=0.11930742-1607726213.6… #ShopeeID #BoikotJNE #Shopee1212 iPhone
Dec 12,Then Kahin,KHILAF sih ngga masalah Kesalahannya sekali 'Siapa yang tidak pernah berbuat dosa  kecuali Tuhan yang Maha suci menjelma menjadi Anak Manusia ?' KHILAFAH yang jadi masalah Pengajian rutin menanamkan benih radiq dan teror #BoikotJNE
Dec 12,Edy Aderow,Udah lah @JNE_ID ngga bisa di andalkan sekarang    saatnya ramai² #BoikotJNE
Dec 12,Arifin,#BoikotJNE
Dec 12,Chan,"Bagi kalian yg meramaikan #BoikotJNE demi membuat nama buruk dan menjatuhkan bisnis JNE. Coba kalian tonton video ini.  Antara umat Islam jangan mudah di adu domba.  Tonton ""Kisah Nyata Bisnis Mualaf | Berkah Akibat Sedekah | Johari Zein JNE"" di YouTube"
Dec 12,Tina,Mumpung 12.12  #BoikotJNE
Dec 12,takut corona,#BoikotJNE ular bludak berkepala dua
Dec 12,Laposeee,Fixed #BoikotJNE
Dec 12,Dianty_Yasmin3,#BoikotJNE
Dec 12,dar,#BoikotJNE ganti paket ke yg lain
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",#FPI #FPIMeresahkanBangsa #FPISayapTeroris #FPIBibitRadikalisme #FPIteroris #fpigakpunyaotak  Mari #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru Agar Sumber dana utk kegiatan intoleransi & terorisnya tertutup
Dec 12,Mansur,Karena ketahuan berafiliasi sama sampah negara banyak protes sampai ramai tagar #BoikotJNE akhirnya upload vidio pak ahok sbg pencitraan.
Dec 12,RLasite,#BoikotJNE
Dec 12,KAMANG_EDDY1965,Selamat pagi dari kalimantan barat Semoga negara pemerintah tegas rakyat akan merasa aman #BoikotJNE #bersatulawanormasradikal
Dec 12,Indonesia,Blacklist @JNE_ID #BoikotJNE
Dec 12,Afif,Amfuuun masa ada cabang kek gtu. Duluan Banser daripada abri juga. #BoikotJNE #BoikotJNE
Dec 12,Dledek,Dulu kl belanja shop×× pake JNE sekarang tdk lagi..!!! #BoikotJNE
Dec 12,KAMANG_EDDY1965,#BoikotJNE #bersatulawanormasradikal
Dec 12,Mercycantik,Fix 12.12shoppe pake jnt #BoikotJNE
Dec 12,In2ruder,Ternyata yg sok toleran itu tdk menerima perbedaan. Liberal koq Islamphobia Norak!  say no to #BoikotJNE
Dec 12,Then Kahin,Masalahnya gue kafir  hobby nya makan nasi  Dengan berat hati terpaksa gue #BoikotJNE
Dec 12,wito,Tuh kan  sudah di Kabarkan Dajal mulai nampak NYATA # makin semangat pake JNE # Jangan menyerah kami anti #BoikotJNE
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",Nyuok     akhhh ... #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru Agar Sumber dana utk kegiatan intoleransi & terorisnya tertutup
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",Nyuok     akhhh ... #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru Agar Sumber dana utk kegiatan intoleransi & terorisnya tertutup
Dec 12,Sulaiman,Wkwkwkwkwkwk masih buzzer semua isinya kasihan ya media sosial dikuasai buzzer  Lo mah enak modal ngetik doang di gaji  #BoikotJNE
Dec 12,Samsul,Saatnya beralih ke POS Indonesia tinggalkan JNE #BoikotJNE #StopJNEKadroen
Dec 12,Jonspp,Wkwkwkwk sukanya nyerang pemerintah   baru tau gw tp cari idup di NKRI   #BoikotJNE maap ga lagi peke !
Dec 12, Gerakan Relawan Jokowi ,#BoikotJNE ....@JNE_ID @N4t4liaGiveAway
Dec 12,♆P̸r̸i̸n̸c̸e̸ O̸f̸ D̸a̸r̸k̸n̸e̸s̸s̸♆,#BoikotJNE
Dec 12,Then Kahin,#BoikotJNE 
Dec 12,mas didi,#BoikotJNE
Dec 12,indri Yahya⚘,Makanya ada viral tagar #BoikotJNE  Gegara Haikal Hasan  Kekadrunan JNE Dibongkar Netizen!
Dec 12,Poly Purba,#BoikotJNE jujur  kami kecewa ternyata perusahaan sebesar ini sudah disusupi oleh Kadrun (kaum radikalisme dan intoleran). Sepertinya kami akan beralih kepada yang lebih memperjuangkan NKRI. Selamat tinggal Kadrun.
Dec 12,Nugie Mardiansyah,Ga ngaruh lu bikin #BoikotJNE Emang yg ngasih rezeki lu  ??  JNE tetep istiqomah dan berpegang teguh pada PANCASILA  .  #TETAPSEMANGATJNE #DO'A ANAK-ANAK YATIM MENYERTAIMU. 
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",Ingin tidak punya hutang ??? Yaaa     #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru lah ...
Dec 12,Ali Hasymi,#BoikotJNE
Dec 12,MbahKlontang,#BoikotJNE Perusahaan swasta yg hari gini masih berpihak pd yg anti pancasila ya bego..  Cari makan dan hidup di Indonesia tapi ngak cinta Indonesia sama dengan makan tai sendiri.
Dec 12,Raysani S,Kalau belanja online gak bakal pakai JNE lagi  pokoknya #BoikotJNE
Dec 12,Nakula,Tagar #BoikotJNE awet  kayak cintaku padamu. 
Dec 12,Bas_Mohammad,#BoikotJNE
Dec 12,Boy uncut,#BoikotJNE
Dec 12,Yunus,#BoikotJNE gue ga tau ini tagar kenapa. tapi ya  is JNE still a thing buat kirim kirim barang? so last year
Dec 12,"Ngonlain Bareng Monyet, yg baru bisa bertwiteran",Ingin tidak punya hutang ??? Yaaa     #BoikotJNE #StopJNEKadroen #StopPakaiJNE #JNEKadrun #JNE30Ngadrun @JNECare @JNE_ID @JNE_Peru lah ...
Dec 12,Kang Sei,Yg nasionalis banyak ko yg muncul itu  mbok ya ga ada yg lainnya gitu. Mau kirim fogglamp gajadi #BoikotJNE
Dec 12,Samsul,Bagi saya dgn mendatangkan biang provokasi di negeri ini sdh salah langkah JNE  kalau mau serius bersihkan oknum2x JNE yg mengundang biang provokasi #BoikotJNE #StopJNEKadroen
Dec 12,BoiM™,ooo..ternyataaaaahhhh.. #BoikotJNE
Dec 12,Papah_bocor,Mantap gan. #BoikotJNE
Dec 12,mang Cendol,#BoikotJNE ternyata isinya kadrun  
Dec 12,Tonno,Pokoknya #BoikotJNE Indonesia hebat tanpa kadrun
Dec 12,Fanlove,Oke Fix #BoikotJNE
Dec 12,Virza Kanza,Udah lelet rupanya ada haikal   #BoikotJNE
Dec 12,alansyah,Memecah belah nih yg bikin tagar  #BoikotJNE... Indonesia bersatu cuy. Gak ada tuh yg namanya cebong kampret. Kalo ada berarti lo baru berojol.
Dec 12,𝕲𝕰𝕸𝕭𝕰𝕷,#Mmmh kita #BoikotJNE
Dec 12,Hendro Kusuma,Gak ngirim paket aja sok sok an #BoikotJNE 
Dec 12,KabiB Inal,Kesian ya....  Golongan #BoikotJNE seh
Dec 12,Muaknyusss,Pindah ke PT POS INDONESIA aja aaah...sudah pasti untuk NKRI #BoikotJNE
Dec 12,giri no,#BoikotJNE #BoikotJNE
Dec 12,Bambang Wijaya,No more and never #JNEKadrun #BoikotJNE
Dec 12,Kaum Merdeka,#BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,De erwanda.,Cuma sekali pakai jne    #BoikotJNE
Dec 12,Mamanda,Loh loh..  Ternyata ngisi pengajian rutin jg yaa.  Satu kata bye @JNE_ID Welcome @jntexpressid @sicepat_ekspres @PosIndonesia  . . . #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,𝕳𝖆𝖗𝖙𝖆 𝖙𝖆𝖍𝖙𝖆 𝖆𝖑𝖓𝖎𝖘𝖆',Muallaf center Sarang penipu yg ngaku mualaf biar bisa makan???  Tambah semakin yakin #boikotJNE
Dec 12,Aldo Frans,@sicepat_ekspres memang terbaik  indonesia banget. Gak kaya @JNE_ID  Ekspedisi KADRUN. #BoikotJNE
Dec 12,lelucky,Drpd boikot gk di mandiin mayat nya kayak jaman dulu mending #BoikotJNE
Dec 12,Hypnoterapi,YANG BIKIN TAGAR TOLOL ...DIBAYAR PERUSAHAAN MANA LOE???? #BoikotJNE
Dec 12,pencitlegii,#boikotJNE
Dec 12,Nanda,Hahahahah Emang kalian bisa hidup tanpa JNE?pake acara nge #BoikotJNE segala. Ntar toko onlen yang pake jasa jne di boikot juga?  Dasar
Dec 12,Heri Setiawan,#BoikotJNE
Dec 12,d2b,Aq malah udh 100% #BoikotJNE
Dec 12,Achmad Fadil,Lagi rame #BoikotJNE. Siap-siap terguncang dan oleng  JNE.
Dec 12,sonny khakim,Kirim paketan ke pondok pesantrennya ganti yg lain saja yaaa... aku males kasih kadrun pekerjaan... saya melawan khawarij #BoikotJNE
Dec 12,roch-mad,#BoikotJNE
Dec 12,ACHMAD FAUZANI,#BoikotJNE
Dec 12,Putra Kerto,#BoikotJNE
Dec 12,@lleys Sy@ch,#BoikotJNE  Pake aja @PosIndonesia
Dec 12,baut tower,uhhuyy.. makasih udah posting pak @ganjarpranowo . mitra n toko saya karena ketidaktahuan ada unsur2 kadrun maka skrg saya pindah ke pos atau si cepat aja. bye JNE #BoikotJNE
Dec 12,Dilla obe,Kalau ini benar ambyar @JNE_ID #boikotJNE
Dec 12,Anus Boss Edan,#BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Tarmidzi,Kaum Nahdliyyin @nahdlatululama @gp_ansornu  @Banser_C Serukan #BoikotJNE yang nyata telah menghina BANSER @JNE_ID akan merasakan akibatnya .nyata adanya bahwa JNE adalah markas kaum intoleran dan kaum radikal.
Dec 12,Dr. Rijal Ramli,Hilang kepala batunya . Celana basah g?? Eh daster maksudnya  #BoikotJNE Akan Ditangkap  Habib Rizieq Bakal ke Polda Metro Pagi Ini
Dec 12,𝕳𝖆𝖗𝖙𝖆 𝖙𝖆𝖍𝖙𝖆 𝖆𝖑𝖓𝖎𝖘𝖆',#boikotJNE
Dec 12,rambak,Kayaknya Ultah tahun ini suram ya min.. Kadonya #BoikotJNE
Dec 12,Leopard,Lagian ngapain sih udah tahun 2020 masih kayak kodok dalam tempurung ?? Mau bisnis di Indo yg kaya suku  agama  ras gak usah jadi eksklusif deh #BoikotJNE
Dec 12,KabiB Inal,Asik ketemuan UAS ma MRS kira2 apa yg dibicarakan ya?  Apa soal #BoikotJNE .... Gpp sih klo soal #BoikotJNE asal jgn soal LONTE
Dec 12,Sri Handayani,#BoikotJNE
Dec 12,oppie,#BoikotJNE  Pake @PosIndonesia ajahhh
Dec 12,Papah_bocor,Mulai hari ini saya stop pake JNE  bukti foto bagi saya sudah cukup.  #BoikotJNE
Dec 12,Dede Irwan Rosyid,4. dan kurir nya slonong boy .. #BoikotJNE
Dec 12,syamsul fuad najib,Bye bye JNE #BoikotJNE
Dec 12,oppie,#BoikotJNE
Dec 12,Papah_bocor,#BoikotJNE  ternyata
Dec 12,Papah_bocor,Klw begitu saya ikut #BoikotJNE
Dec 12,@Corona,#BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,"Masked, always",From now on  akan slalu berusaha menghindari JNE. Tak guna awak berperan nyuburin yg radikal-radikul.  #BoikotJNE #BoikotJNE
Dec 12,Parte Burung Galak,Gw pake @GrabID Express ajah. #BoikotJNE
Dec 12,#Negeri Intoleran,#BoikotJNE
Dec 12,Papah_bocor,#BoikotJNE  hiya hiya
Dec 12,mata_mata,#boikotjne cc @JNECare @JNE_ID
Dec 12,@LoCkDoWn,Ada yg komen alamat nyungsep  tabah maju dan lainnya #BoikotJNE
Dec 12,Papi,#BoikotJNE #TangkapRizieq #FPIteroris #FPISayapTeroris #KadrunIndukMasalah
Dec 12,Hafidin ,#BoikotJNE #BoikotJNE
Dec 12,Eos,Imagine being so petty over some people you dont like congratulating JNE for their birthday  and decided to #BoikotJNE.  Lmfao  y'all trippin
Dec 12,Dede Irwan Rosyid,2. Pernah kirim barang packing kayu dan asuransi tapi pas barang sampai gak ada packing kayu .. pas komplain gak ada tanggapan yang memuaskan malah berbelit #BoikotJNE
Dec 12,Shandy Pratama,#BoikotJNE untung udah selesai jadi kurir hahaaa
Dec 12,ramasinta1562,penceramah anti pancasila kok di pake utk tausyiah??? #BoikotJNE
Dec 12,Mohamad nadjib,#BoikotJNE
Dec 12,Pangerantak Bertahta,Jadi ini yg lg piral #BoikotJNE   Kalo aku si ada jasa yg lbh bagus ngapain pilih yg radikal Buat paket kok coba2 Ingat Yg asli ada badaknya
Dec 12,ana panos e panes ,#bbtvi #LouisLivefromLondon  #evermorealbum  #annekalbi #LTLivestream  #BoikotJNE #WeSupportYouIbai #Lazada1212SuperShow #LouisLive  #QEPD #coronavirus #COVID19 #TheLockdownAwards #seraley2020 #artvsartist2020
Dec 12,Charless Dongo,#BoikotJNE udah ga PK LG. Sorry.
Dec 12,Shinichi,#BoikotJNE Gak usah risau @JNE_ID yg berakal tau pilihan mereka  mau d boikot mau apa jg  rizki bkn buzzerRp yg ngatur 
Dec 12,Iwan Nur Azis,#BoikotJNE
Dec 12,hailhydra,"Mari kita sambut ini dia EKSPEDISI KAUM GURUN   paket anda lama sampai   wajar saja karena kami pakai Onta Gurun . Cek aja keluhan @JNECare banyak yg ngeluh paket lama hahaha #BoikotJNE #jntexpressid #JNEKadrun #JNE30Ngadrun jangan"" mbib kabur lagi di paketin JNE nih"
Dec 12,herysasongko,Alhamdulillah sdh lama mjd pelanggan JNE  puas dan amanah #BoikotJNE
Dec 12,Heri Agustiawan,#BoikotJNE #PanggilPaksaRiziq #FPIMeresahkanBangsa #JNEKadrun   hadeh udah dicuci otak ini
Dec 12,Wanitoady,DNA kadrun toh.... #BoikotJNE
Dec 12,Edward M Riva,Ternyata udah 10 tahun gua nyumbang kadrun. #BoikotJNE
Dec 12,siendhu,#BoikotJNE
Dec 12,Tapal Batas,JNEQADRUN  #BoikotJNE
Dec 12,DPC PROJO KOTA SERANG,Apa salahnya menggunakan jasa kurir lainnya. #BoikotJNE
Dec 12,Ajie . w,Kalo gitu masih mending  paketan via @posindonesia  drpd via @JNE_ID  Pindah ahh.. Bismillah... #BoikotJNE #BoikotJNE #goodbyejne
Dec 12,Jedi/Sith?,Fix! Dah kapok pake @JNE_ID gak percaya lagi  ternyata berafiliasi dg kelompok garis keras & intoleran  perusak tenun kebangsaan.  Lebih baik jalan agak jauh sedikit pake jasa kurir yg lain. Pas banget nih Harbolnas utk #BoikotJNE Bye...
Dec 12,SkyHawk77,#BoikotJNE ngapain JNE di boikot  kan jne bergeak di bidang pengiriman kecuali JNE milih milih yg mau dikirim barangnya siapa agamanya apa pro sama pihak mana sukunya apa  enggak kan...cobalah berpikir wahai saudara saudari  mari bersatu agar indonesia kuat dan jaya.
Dec 12,Stanly JRL,Udah ngetop #BoikotJNE 
Dec 12,ini iam,wkwk boikot jne karna ngadain pengajian ma ust haikal hasan  enak aje boikot² pindah² aja masih banyak juga yang mau pake jne   ndasmu #BoikotJNE
Dec 12,Budi Adhiprasetyo,@JNE_ID nah kan jd korban  makanya liat dlu dan pelajari latar belakang seseorang sebelum bertindak  dan tau netizen +62 kejam..#BoikotJNE
Dec 12,Hakuna Matata,Selama JNE masih dipenuhi oknum intoleran radikalis #BoikotJNE
Dec 12,Heri Agustiawan,#JNEKadrun #BoikotJNE #PanggilPaksaRiziq #FPIMeresahkanBangsa  beneran?
Dec 12,abah_zs,#BoikotJNE  TAMPILAN bagus kalo sdh rusak spt ini....andalan skrg itu @sicepat_ekspres memang hebat  #sayamautobat
Dec 12,NKRI Harga Mati,pada rame rame dan tranding  #BoikotJNE patut di pertanyakan karena #BoikotJNE banyak memelihara kadrun pengasong agama. #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Budi Santoso,#BoikotJNE #JNEKadrun
Dec 12,Jedi/Sith?,Fix! Dah kapok pake @JNE_ID gak percaya lagi  ternyata berafiliasi dg babeh @haikal_hassan dr kelompok garis keras & intoleran  perusak tenun kebangsaan.  Lebih baik jalan agak jauh sedikit pake jasa kurir yg lain. Pas banget nih Harbolnas utk #BoikotJNE Bye...
Dec 12,Ale,Sayang sekali  padahal gw seringnya pake JNE & Pos. Ada tagar #BoikotJNE pas diliat  njiiir ternyata begitu tooh maaas  Ada yg bisa kasih referensi lain selain jne @JNE_ID  ?
Dec 12,The bongce,Ikut #BoikotJNE
Dec 12,abah_zs,#BoikotJNE  TAMPILAN bagus kalo sdh rusak spt ini....andalan skrg itu @sicepat_ekspres memang hebat  #sayamautobat
Dec 12,NKRI Harga Mati,pada rame rame dan tranding  #BoikotJNE patut di pertanyakan karena #BoikotJNE banyak memelihara kadrun pengasong agama. #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Budi Santoso,#BoikotJNE #JNEKadrun
Dec 12,Jedi/Sith?,Fix! Dah kapok pake @JNE_ID gak percaya lagi  ternyata berafiliasi dg babeh @haikal_hassan dr kelompok garis keras & intoleran  perusak tenun kebangsaan.  Lebih baik jalan agak jauh sedikit pake jasa kurir yg lain. Pas banget nih Harbolnas utk #BoikotJNE Bye...
Dec 12,Ale,Sayang sekali  padahal gw seringnya pake JNE & Pos. Ada tagar #BoikotJNE pas diliat  njiiir ternyata begitu tooh maaas  Ada yg bisa kasih referensi lain selain jne @JNE_ID  ?
Dec 12,The bongce,Ikut #BoikotJNE
Dec 12,danu prasetyo,#BoikotJNE yg buat tranding ini nora banget sih  eh lu pada mikir gak sih berapa ratus/ribu karyawan @JNE_ID klo JNE bangkrut mereka kehilangan pekerjaan  jujur saya kurang suka sama pelayanya tapi gak harus menjelek-jelekan juga kan.
Dec 12,Jhon Ch. Sinambela,Boikot JNE #BoikotJNE
Dec 12,MhmdArsyad,Orang kalau sudah benci  berkeringat aja salah. Mau boikot pikirkan dulu berapa orang yg kerja disana  siapa tau ad keluarga kalian yg kerja disana? Sudahlah gak usah dibikin ruwet mending sama-sama merangkul. #BoikotJNE #JNE30Tahun
Dec 12,Jamblank,Ikutan ahh...  Bye jne  #BoikotJNE
Dec 12,,#BoikotJNE
Dec 12,franco killmore,RIP jne   #BoikotJNE
Dec 12,Aloenk,Masih tranding aja..dah malem bgini.. jejak digital emang kejam..#BoikotJNE
Dec 12,Ruyat Supriazi,#BoikotJNE
Dec 12,Dino,#BoikotJNE
Dec 12,R Hamka Lubis,Siapa pun yang #BoikotJNE akan rugi  Krn menurut saya @JNE_ID tak ada duanya  @JNE_ID @JNECare akan ada selalu ada untuk Indonesia yg adil dan beradab  semangat ya... Kami bersamamu..
Dec 12,Heniiiyy,Kuyyy bang #BoikotJNE  Ganti ekspedisi lain..
Dec 12,Disisi Saidi Fatah™,#BoikotJNE
Dec 12,Anto R Wiryodiningrat,Wassalam @JNE_ID #BoikotJNE #BoikotJNE #BoikotJNE
Dec 12,Jefri Sarumaha,aq sih pake nya j&t express terus... xixixixixixi.... . . . . . ... #BoikotJNE
Dec 12,muhammad dahalan,"Hastag #BoikotJNE rata"" yg nyerang akun buzzer  gila memang  efektif sekali dunia perbuzzeran di Indonesia ini "
Dec 12,d2b,Sementara #BoikotJNE  ini dulu....
Dec 12,LilLeadPromoTeam,https://open.spotify.com/album/2loDqevwI822ORj4RZSecP?si=IOzIZICGS9yU3yE29P4XDw… #LTLivestream #BoikotJNE #60Minutes
Dec 12,LareMetal,#BoikotJNE aku si yes
Dec 12,Jedi/Sith?,Fix! Dah kapok pake @JNE_ID gak percaya lagi  ternyata berafiliasi dg kelompok garis keras & intoleran  perusak tenun kebangsaan.  Lebih baik jalan agak jauh sedikit pake jasa kurir yg lain. Pas banget nih Harbolnas utk #BoikotJNE Bye...
Dec 12,Jedi/Sith?,Fix! Dah kapok pake @JNE_ID gak percaya lagi  ternyata berafiliasi dg kelompok garis keras & intoleran  perusak tenun kebangsaan.  Lebih baik jalan agak jauh sedikit pake jasa kurir yg lain. Pas banget nih Harbolnas utk #BoikotJNE Bye...
Dec 12,rosyid ea,Apanya yang kadrun  JNE kan punya China juga kyaaa say no to #BoikotJNE
Dec 12,Emergency,ada apa kok trending #BoikotJNE
Dec 12,Maruf,Gue kira ada apaan pada pake #BoikotJNE ternyata hanya karna sepele bener wkwkkwkw manusia manusia 
Dec 12,@banser_nusantara,#BoikotJNE
Dec 12,MT.#LoveNKRI,kadrun lgi memuji jne noh   naikin tagar   hahhaa... Kerjaan mereka cma nasbung aja aok paket2an.  #BoikotJNE
